,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2000,6.8,0.2092054515751357,0.09,1.4,0.04,56.0,145.0,0.9922,3.19,0.46,8.769379432242681,5
2001,6.7,0.2092054515751357,0.08,1.3,0.038,58.0,147.0,0.9922,3.18,0.46,8.769379432242681,5
2002,7.6,0.06920545157513573,0.35,1.6,0.047,43.0,154.0,0.9934,3.36,0.69,9.869379432242681,6
2003,7.4,0.1992054515751357,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,10.369379432242681,6
2004,7.4,0.15920545157513571,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,9.369379432242681,6
2005,7.0,0.17920545157513573,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,7.569379432242682,6
2006,8.4,0.09920545157513573,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,7.669379432242682,6
2007,5.6,0.07920545157513571,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,8.869379432242681,6
2008,7.2,0.049205451575135714,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,8.769379432242681,5
2010,7.0,0.1492054515751357,0.56,2.0,0.035,20.0,95.0,0.9918,3.23,0.53,9.769379432242681,6
2011,7.2,0.049205451575135714,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,8.769379432242681,5
2012,6.8,0.07920545157513571,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,9.869379432242681,5
2013,6.6,0.2192054515751357,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,9.169379432242682,6
2014,9.0,0.44920545157513575,0.3,8.1,0.026000000000000002,14.0,71.0,0.993,2.94,0.36,10.569379432242682,5
2015,6.9,0.08920545157513572,0.39,8.0,0.027999999999999997,22.0,84.0,0.9940000000000001,3.11,0.66,9.569379432242682,6
2017,9.0,0.44920545157513575,0.3,8.1,0.026000000000000002,14.0,71.0,0.993,2.94,0.36,10.569379432242682,5
2018,7.0,0.09920545157513573,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,10.369379432242681,7
2019,6.6,0.2192054515751357,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,9.169379432242682,6
2020,7.7,0.15920545157513571,0.34,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,10.269379432242681,6
2021,6.3,0.10920545157513571,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,8.869379432242681,6
2022,7.6,0.23920545157513573,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,7.969379432242681,6
2023,6.3,0.10920545157513571,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,8.869379432242681,6
2024,8.0,0.3292054515751357,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,0.64,7.969379432242681,5
2025,7.5,0.1992054515751357,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,7.669379432242682,5
2026,6.4,0.15920545157513571,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,8.869379432242681,5
2027,6.9,0.2192054515751357,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,7.669379432242682,5
2028,8.9,0.10920545157513571,0.34,7.1,0.037000000000000005,33.0,150.0,0.9962,3.1,0.45,8.46937943224268,6
2029,7.6,0.23920545157513573,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,7.969379432242681,6
2030,9.5,0.3192054515751357,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,9.769379432242681,6
2031,7.6,0.18920545157513569,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,9.46937943224268,5
2032,6.5,0.1492054515751357,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54,9.569379432242682,6
2033,7.2,0.12920545157513574,0.33,12.7,0.049,50.0,183.0,0.9987,3.41,0.4,8.569379432242682,5
2034,7.9,0.24920545157513568,0.36,1.6,0.038,11.0,124.0,0.9928,3.25,0.48,9.769379432242681,5
2035,8.8,0.09920545157513573,0.28,1.1,0.018000000000000002,18.0,72.0,0.9926,2.97,0.35,9.169379432242682,5
2036,5.7,0.16920545157513572,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41,8.96937943224268,6
2037,7.6,0.18920545157513569,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,9.46937943224268,5
2038,5.5,0.03920545157513573,0.27,4.6,0.028999999999999998,22.0,104.0,0.9949,3.34,0.44,7.7693794322426815,5
2039,8.7,0.1392054515751357,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,9.369379432242681,5
2040,6.7,0.1992054515751357,0.45,10.6,0.032,56.0,212.0,0.997,3.22,0.59,8.269379432242681,6
2041,5.5,0.03920545157513573,0.27,4.6,0.028999999999999998,22.0,104.0,0.9949,3.34,0.44,7.7693794322426815,5
2042,5.6,0.029205451575135724,0.27,4.8,0.027999999999999997,22.0,104.0,0.9948,3.34,0.45,7.969379432242681,6
2043,7.4,0.07920545157513571,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,9.769379432242681,6
2044,5.7,0.2842054515751357,0.04,12.6,0.034,22.0,115.0,0.9964,3.28,0.63,8.669379432242682,6
2045,8.7,0.1392054515751357,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,9.369379432242681,5
2046,8.3,0.22920545157513572,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,8.069379432242682,5
2047,6.8,0.23920545157513573,0.44,6.6,0.052000000000000005,28.0,156.0,0.9955,3.14,0.41,8.369379432242681,5
2048,6.8,0.22920545157513572,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,8.269379432242681,5
2049,6.3,0.17920545157513573,0.24,8.45,0.031,32.0,172.0,0.9958,3.39,0.57,8.46937943224268,7
2050,11.8,0.12920545157513574,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,8.46937943224268,3
2051,6.8,0.10920545157513571,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,7.469379432242681,5
2052,6.8,0.10920545157513571,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,7.469379432242681,5
2055,7.3,0.18920545157513569,0.29,4.6,0.028999999999999998,27.0,155.0,0.9931,3.07,0.26,9.369379432242681,6
2056,6.8,0.10920545157513571,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,7.469379432242681,5
2058,7.3,0.18920545157513569,0.37,8.3,0.044000000000000004,45.0,227.0,0.9966,3.12,0.47,7.7693794322426815,5
2059,5.7,0.3592054515751357,0.46,1.4,0.04,31.0,169.0,0.9932,3.13,0.47,7.569379432242682,5
2060,6.8,0.17920545157513573,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56,8.269379432242681,5
2061,6.7,0.12920545157513574,0.33,1.8,0.036000000000000004,23.0,96.0,0.9925,3.32,0.4,9.569379432242682,6
2062,6.9,0.06920545157513573,0.25,1.6,0.047,34.0,132.0,0.9914,3.16,0.48,10.169379432242682,5
2063,7.6,0.07920545157513571,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,9.069379432242682,5
2064,6.6,0.11920545157513572,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,8.269379432242681,6
2065,7.8,0.16920545157513572,0.28,1.8,0.05,21.0,127.0,0.9934,3.15,0.44,8.669379432242682,5
2066,7.7,0.17920545157513573,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,8.96937943224268,5
2067,7.6,0.18920545157513569,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,0.39,8.96937943224268,5
2068,5.7,0.2192054515751357,0.18,1.4,0.028999999999999998,26.0,104.0,0.9906,3.44,0.37,9.769379432242681,6
2070,7.3,0.23920545157513573,0.3,1.3,0.057,25.0,173.0,0.9948,3.26,0.51,7.869379432242681,6
2071,6.5,0.08920545157513572,0.26,5.2,0.04,31.0,140.0,0.995,3.26,0.68,8.269379432242681,6
2072,6.6,0.12920545157513574,0.27,5.6,0.043,43.0,164.0,0.9953,3.27,0.76,8.269379432242681,5
2073,6.6,0.16920545157513572,0.29,5.3,0.045,57.0,189.0,0.9953,3.31,0.79,8.569379432242682,5
2074,6.6,0.11920545157513572,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,8.269379432242681,6
2075,7.6,0.07920545157513571,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,9.069379432242682,5
2076,6.8,0.2592054515751357,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,8.369379432242681,5
2077,7.0,0.11920545157513572,0.39,2.1,0.055,39.0,198.0,0.9951,3.52,0.54,8.96937943224268,6
2078,5.9,0.06920545157513573,0.3,1.4,0.042,25.0,119.0,0.9931,3.68,0.72,9.269379432242681,6
2079,7.4,0.3492054515751357,0.32,7.1,0.044000000000000004,17.0,117.0,0.9962,3.32,0.41,9.169379432242682,4
2080,6.8,0.2592054515751357,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,8.369379432242681,5
2081,7.5,0.3192054515751357,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,9.46937943224268,5
2082,7.5,0.22920545157513572,0.32,11.1,0.036000000000000004,25.0,119.0,0.9962,3.15,0.34,9.269379432242681,6
2083,9.4,0.1992054515751357,0.32,10.7,0.028999999999999998,14.0,111.0,0.9958,2.85,0.42,9.369379432242681,5
2084,7.9,0.06920545157513573,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,8.369379432242681,6
2085,7.9,0.06920545157513573,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,8.369379432242681,6
2086,8.2,0.06920545157513573,0.32,1.5,0.05,17.0,101.0,0.9940000000000001,3.14,0.58,8.269379432242681,5
2087,8.3,0.06920545157513573,0.31,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,8.169379432242682,6
2088,8.7,0.049205451575135714,0.3,1.6,0.046,29.0,130.0,0.9942,3.22,0.38,8.569379432242682,6
2089,7.9,0.06920545157513573,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,8.369379432242681,6
