,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2008,7.2,0.15,0.39,1.8,0.043,12.496431337383717,159.0,0.9948,3.52,0.47,8.769379432242681,5
2011,7.2,0.15,0.39,1.8,0.043,12.496431337383717,159.0,0.9948,3.52,0.47,8.769379432242681,5
2012,6.8,0.18,0.46,1.4,0.064,28.49643133738372,160.0,0.9924,3.37,0.45,9.869379432242681,5
2018,7.0,0.2,0.34,2.1,0.049,3.496431337383717,136.0,0.9922,3.25,0.46,10.369379432242681,7
2021,6.3,0.21,0.28,1.5,0.051,37.49643133738372,142.0,0.9928,3.23,0.42,8.869379432242681,6
2023,6.3,0.21,0.28,1.5,0.051,37.49643133738372,142.0,0.9928,3.23,0.42,8.869379432242681,6
2025,7.5,0.3,0.71,1.3,0.16,35.49643133738372,149.0,0.9948,3.08,0.42,7.669379432242682,5
2028,8.9,0.21,0.34,7.1,0.037000000000000005,24.49643133738372,150.0,0.9962,3.1,0.45,8.46937943224268,6
2031,7.6,0.29,0.26,6.5,0.042,23.49643133738372,160.0,0.9944,3.14,0.47,9.46937943224268,5
2035,8.8,0.2,0.28,1.1,0.018000000000000002,9.496431337383717,72.0,0.9926,2.97,0.35,9.169379432242682,5
2036,5.7,0.27,0.32,1.2,0.046,11.496431337383717,155.0,0.9934,3.8,0.41,8.96937943224268,6
2037,7.6,0.29,0.26,6.5,0.042,23.49643133738372,160.0,0.9944,3.14,0.47,9.46937943224268,5
2038,5.5,0.14,0.27,4.6,0.028999999999999998,13.496431337383717,104.0,0.9949,3.34,0.44,7.7693794322426815,5
2039,8.7,0.24,0.35,0.6,0.042,2.496431337383717,71.0,0.9926,3.08,0.38,9.369379432242681,5
2041,5.5,0.14,0.27,4.6,0.028999999999999998,13.496431337383717,104.0,0.9949,3.34,0.44,7.7693794322426815,5
2042,5.6,0.13,0.27,4.8,0.027999999999999997,13.496431337383717,104.0,0.9948,3.34,0.45,7.969379432242681,6
2045,8.7,0.24,0.35,0.6,0.042,2.496431337383717,71.0,0.9926,3.08,0.38,9.369379432242681,5
2055,7.3,0.29,0.29,4.6,0.028999999999999998,18.49643133738372,155.0,0.9931,3.07,0.26,9.369379432242681,6
2058,7.3,0.29,0.37,8.3,0.044000000000000004,36.49643133738372,227.0,0.9966,3.12,0.47,7.7693794322426815,5
