,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2008,7.2,0.15,0.39,-0.7360288920074318,0.043,21.0,159.0,0.9948,3.52,0.47,8.769379432242681,5
2011,7.2,0.15,0.39,-0.7360288920074318,0.043,21.0,159.0,0.9948,3.52,0.47,8.769379432242681,5
2012,6.8,0.18,0.46,-1.136028892007432,0.064,37.0,160.0,0.9924,3.37,0.45,9.869379432242681,5
2018,7.0,0.2,0.34,-0.4360288920074318,0.049,12.0,136.0,0.9922,3.25,0.46,10.369379432242681,7
2021,6.3,0.21,0.28,-1.0360288920074319,0.051,46.0,142.0,0.9928,3.23,0.42,8.869379432242681,6
2023,6.3,0.21,0.28,-1.0360288920074319,0.051,46.0,142.0,0.9928,3.23,0.42,8.869379432242681,6
2025,7.5,0.3,0.71,-1.2360288920074318,0.16,44.0,149.0,0.9948,3.08,0.42,7.669379432242682,5
2028,8.9,0.21,0.34,4.563971107992568,0.037000000000000005,33.0,150.0,0.9962,3.1,0.45,8.46937943224268,6
2031,7.6,0.29,0.26,3.963971107992568,0.042,32.0,160.0,0.9944,3.14,0.47,9.46937943224268,5
2033,7.2,0.23,0.33,10.163971107992568,0.049,50.0,183.0,0.9987,3.41,0.4,8.569379432242682,5
2035,8.8,0.2,0.28,-1.4360288920074318,0.018000000000000002,18.0,72.0,0.9926,2.97,0.35,9.169379432242682,5
2036,5.7,0.27,0.32,-1.336028892007432,0.046,20.0,155.0,0.9934,3.8,0.41,8.96937943224268,6
2037,7.6,0.29,0.26,3.963971107992568,0.042,32.0,160.0,0.9944,3.14,0.47,9.46937943224268,5
2038,5.5,0.14,0.27,2.0639711079925678,0.028999999999999998,22.0,104.0,0.9949,3.34,0.44,7.7693794322426815,5
2039,8.7,0.24,0.35,-1.9360288920074318,0.042,11.0,71.0,0.9926,3.08,0.38,9.369379432242681,5
2041,5.5,0.14,0.27,2.0639711079925678,0.028999999999999998,22.0,104.0,0.9949,3.34,0.44,7.7693794322426815,5
2042,5.6,0.13,0.27,2.263971107992568,0.027999999999999997,22.0,104.0,0.9948,3.34,0.45,7.969379432242681,6
2045,8.7,0.24,0.35,-1.9360288920074318,0.042,11.0,71.0,0.9926,3.08,0.38,9.369379432242681,5
2055,7.3,0.29,0.29,2.0639711079925678,0.028999999999999998,27.0,155.0,0.9931,3.07,0.26,9.369379432242681,6
2058,7.3,0.29,0.37,5.763971107992569,0.044000000000000004,45.0,227.0,0.9966,3.12,0.47,7.7693794322426815,5
2061,6.7,0.23,0.33,-0.7360288920074318,0.036000000000000004,23.0,96.0,0.9925,3.32,0.4,9.569379432242682,6
2062,6.9,0.17,0.25,-0.9360288920074318,0.047,34.0,132.0,0.9914,3.16,0.48,10.169379432242682,5
2063,7.6,0.18,0.36,-0.13602889200743196,0.049,38.0,123.0,0.996,3.6,0.46,9.069379432242682,5
2065,7.8,0.27,0.28,-0.7360288920074318,0.05,21.0,127.0,0.9934,3.15,0.44,8.669379432242682,5
2066,7.7,0.28,0.29,1.763971107992568,0.051,25.0,142.0,0.9939,3.16,0.39,8.96937943224268,5
2067,7.6,0.29,0.29,1.8639711079925685,0.051,26.0,146.0,0.9939,3.16,0.39,8.96937943224268,5
2075,7.6,0.18,0.36,-0.13602889200743196,0.049,38.0,123.0,0.996,3.6,0.46,9.069379432242682,5
2083,9.4,0.3,0.32,8.163971107992568,0.028999999999999998,14.0,111.0,0.9958,2.85,0.42,9.369379432242681,5
2088,8.7,0.15,0.3,-0.9360288920074318,0.046,29.0,130.0,0.9942,3.22,0.38,8.569379432242682,6
2093,6.6,0.22,0.53,12.563971107992568,0.052000000000000005,22.0,136.0,0.9986,2.94,0.35,8.169379432242682,5
2094,6.6,0.22,0.53,12.563971107992568,0.052000000000000005,22.0,136.0,0.9986,2.94,0.35,8.169379432242682,5
2095,8.4,0.28,0.4,6.363971107992569,0.048,33.0,146.0,0.9988,3.4,0.46,8.069379432242682,5
2097,6.7,0.24,0.33,9.76397110799257,0.046,31.0,145.0,0.9983,3.36,0.4,8.269379432242681,5
2098,7.4,0.18,0.36,10.563971107992568,0.055999999999999994,72.0,163.0,1.0,3.42,0.35,7.869379432242681,6
2099,6.0,0.16,0.3,4.163971107992568,0.043,43.0,153.0,0.9951,3.63,0.46,9.369379432242681,5
2100,6.7,0.24,0.33,9.76397110799257,0.046,31.0,145.0,0.9983,3.36,0.4,8.269379432242681,5
2104,6.0,0.16,0.3,4.163971107992568,0.043,43.0,153.0,0.9951,3.63,0.46,9.369379432242681,5
2107,8.1,0.24,0.33,7.663971107992568,0.048,46.0,141.0,0.9972,3.16,0.48,9.069379432242682,6
2108,7.4,0.18,0.36,10.563971107992568,0.055999999999999994,72.0,163.0,1.0,3.42,0.35,7.869379432242681,6
2110,6.5,0.22,0.25,14.56397110799257,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2111,6.5,0.22,0.25,14.56397110799257,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2112,6.5,0.22,0.25,14.56397110799257,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2115,6.5,0.22,0.25,14.56397110799257,0.05,44.0,138.0,1.0001,3.3,0.37,7.569379432242682,5
2116,6.8,0.2,0.27,-1.336028892007432,0.034,19.0,68.0,0.9902,3.14,0.37,10.46937943224268,4
2119,8.0,0.16,0.36,-1.0360288920074319,0.033,14.0,122.0,0.9941,3.2,0.39,9.069379432242682,4
2120,6.8,0.25,0.27,8.163971107992568,0.076,47.0,154.0,0.9967,3.05,0.38,7.7693794322426815,5
2122,6.9,0.26,0.33,10.063971107992568,0.051,59.0,173.0,0.998,3.39,0.38,8.669379432242682,5
2123,6.8,0.25,0.27,8.163971107992568,0.076,47.0,154.0,0.9967,3.05,0.38,7.7693794322426815,5
2131,7.1,0.22,0.32,14.363971107992567,0.055999999999999994,49.0,158.0,0.9998,3.37,0.38,8.369379432242681,6
2132,7.1,0.22,0.32,14.363971107992567,0.055999999999999994,49.0,158.0,0.9998,3.37,0.38,8.369379432242681,6
2138,5.5,0.24,0.32,6.163971107992568,0.06,19.0,102.0,0.9940000000000001,3.27,0.31,9.169379432242682,5
2142,7.5,0.26,0.52,10.663971107992568,0.047,64.0,179.0,0.9982,3.1,0.46,7.7693794322426815,5
2144,8.2,0.21,0.32,8.113971107992569,0.053,53.0,145.0,0.9972,3.17,0.48,8.96937943224268,6
2145,7.2,0.2,0.31,7.463971107992569,0.054000000000000006,49.0,165.0,0.997,3.4,0.42,8.669379432242682,6
2146,7.2,0.115,0.3,4.2639711079925675,0.055999999999999994,26.0,105.0,0.9954,3.44,0.4,8.369379432242681,6
2149,6.8,0.24,0.34,2.5639711079925678,0.038,31.0,99.0,0.9921,3.24,0.46,10.569379432242682,6
2152,7.0,0.22,0.33,-0.4360288920074318,0.052000000000000005,15.0,76.0,0.993,3.2,0.41,9.369379432242681,6
2153,7.5,0.18,0.39,-0.636028892007432,0.054000000000000006,23.0,91.0,0.9941,3.27,0.45,9.069379432242682,6
2155,7.8,0.29,0.33,6.213971107992569,0.035,33.0,181.0,0.9962,3.11,0.46,9.46937943224268,5
2156,7.9,0.28,0.32,1.0639711079925682,0.038,9.0,76.0,0.992,3.05,0.31,10.46937943224268,4
2181,7.4,0.29,0.25,1.263971107992568,0.044000000000000004,30.0,114.0,0.992,3.11,0.4,9.769379432242681,6
2185,7.5,0.18,0.31,9.163971107992568,0.051,24.0,94.0,0.997,3.19,0.44,8.269379432242681,7
2191,9.2,0.23,0.35,8.163971107992568,0.037000000000000005,34.0,145.0,0.9981,3.09,0.32,8.46937943224268,5
2196,7.0,0.22,0.26,-1.4360288920074318,0.037000000000000005,20.0,71.0,0.9902,3.1,0.38,10.46937943224268,6
2197,7.3,0.18,0.29,-1.5360288920074319,0.036000000000000004,26.0,101.0,0.99,3.09,0.37,10.46937943224268,6
2215,8.5,0.28,0.34,11.26397110799257,0.040999999999999995,32.0,161.0,0.9981,3.13,0.4,8.669379432242682,6
2217,8.1,0.25,0.38,1.263971107992568,0.051,18.0,129.0,0.9928,3.21,0.38,10.269379432242681,6
