,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2420,8.1,0.4,0.32,7.9,0.031,23.0,160.49806455414296,0.9917600000000001,3.05,0.46,12.069379432242682,7
2594,5.4,0.5,0.13,5.0,0.027999999999999997,12.0,149.49806455414296,0.99079,3.48,0.88,12.269379432242681,7
2772,6.2,0.29,0.32,3.6,0.026000000000000002,39.0,180.49806455414296,0.9892,3.31,0.37,11.869379432242681,7
2793,6.5,0.37,0.3,2.2,0.033,39.0,149.49806455414296,0.9889399999999999,3.22,0.53,12.269379432242681,7
2796,6.5,0.37,0.3,2.2,0.033,39.0,149.49806455414296,0.9889399999999999,3.22,0.53,12.269379432242681,7
2917,7.1,0.36,0.4,1.95,0.033,26.0,160.49806455414296,0.98934,3.2,0.45,12.269379432242681,7
2945,4.9,0.33,0.31,1.2,0.016,39.0,192.49806455414296,0.98713,3.33,0.59,12.769379432242681,8
2959,7.3,0.4,0.26,5.45,0.016,26.0,132.49806455414296,0.98951,2.84,0.54,11.96937943224268,7
2998,6.0,0.32,0.3,1.3,0.025,18.0,154.49806455414296,0.9880200000000001,3.07,0.64,12.069379432242682,7
3056,6.9,0.28,0.41,1.4,0.016,6.0,97.49806455414294,0.9887600000000001,3.16,0.4,12.169379432242682,5
3083,5.8,0.31,0.32,4.5,0.024,28.0,136.49806455414296,0.98906,3.25,0.52,12.46937943224268,7
3086,5.8,0.31,0.32,4.5,0.024,28.0,136.49806455414296,0.98906,3.25,0.52,12.46937943224268,7
3150,5.8,0.39,0.47,7.5,0.027000000000000003,12.0,130.49806455414296,0.9907,3.38,0.45,12.769379432242681,6
3225,6.6,0.33,0.4,2.65,0.040999999999999995,35.0,128.49806455414296,0.98916,3.11,0.39,12.069379432242682,7
3244,6.7,0.21,0.36,8.55,0.02,20.0,128.49806455414296,0.99146,3.19,0.22,12.169379432242682,7
3303,6.3,0.22,0.34,5.0,0.032,36.0,135.49806455414296,0.9901200000000001,3.27,0.36,12.269379432242681,7
3367,6.0,0.29,0.25,1.4,0.033,30.0,156.49806455414296,0.9879399999999999,3.08,0.43,11.96937943224268,6
3370,6.0,0.29,0.25,1.4,0.033,30.0,156.49806455414296,0.9879399999999999,3.08,0.43,11.96937943224268,6
3373,6.9,0.28,0.24,2.1,0.034,49.0,163.49806455414296,0.98882,2.98,0.43,11.96937943224268,7
