,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2000,6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,3.038999400384933,0.46,8.769379432242681,5
2001,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,3.0289994003849334,0.46,8.769379432242681,5
2013,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.0689994003849335,0.67,9.169379432242682,6
2014,9.0,0.55,0.3,8.1,0.026000000000000002,14.0,71.0,0.993,2.788999400384933,0.36,10.569379432242682,5
2017,9.0,0.55,0.3,8.1,0.026000000000000002,14.0,71.0,0.993,2.788999400384933,0.36,10.569379432242682,5
2019,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.0689994003849335,0.67,9.169379432242682,6
2022,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,2.958999400384933,0.53,7.969379432242681,6
2024,8.0,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,2.918999400384933,0.64,7.969379432242681,5
2027,6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,2.978999400384933,0.45,7.669379432242682,5
2029,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,2.958999400384933,0.53,7.969379432242681,6
2030,9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,2.9089994003849333,0.52,9.769379432242681,6
2034,7.9,0.35,0.36,1.6,0.038,11.0,124.0,0.9928,3.0989994003849333,0.48,9.769379432242681,5
2044,5.7,0.385,0.04,12.6,0.034,22.0,115.0,0.9964,3.128999400384933,0.63,8.669379432242682,6
2047,6.8,0.34,0.44,6.6,0.052000000000000005,28.0,156.0,0.9955,2.9889994003849334,0.41,8.369379432242681,5
2048,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,2.9889994003849334,0.42,8.269379432242681,5
2059,5.7,0.46,0.46,1.4,0.04,31.0,169.0,0.9932,2.978999400384933,0.47,7.569379432242682,5
2070,7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.9948,3.108999400384933,0.51,7.869379432242681,6
2076,6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.148999400384933,0.67,8.369379432242681,5
2079,7.4,0.45,0.32,7.1,0.044000000000000004,17.0,117.0,0.9962,3.168999400384933,0.41,9.169379432242682,4
2080,6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.148999400384933,0.67,8.369379432242681,5
2081,7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.0689994003849335,0.33,9.46937943224268,5
2082,7.5,0.33,0.32,11.1,0.036000000000000004,25.0,119.0,0.9962,2.998999400384933,0.34,9.269379432242681,6
2096,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.038999400384933,0.4,7.869379432242681,5
2102,6.2,0.34,0.3,11.1,0.047,28.0,237.0,0.9981,3.0289994003849334,0.49,7.469379432242681,5
2105,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.038999400384933,0.4,7.869379432242681,5
2126,6.5,0.43,0.28,12.0,0.055999999999999994,23.0,174.0,0.9986,3.1589994003849333,0.55,8.069379432242682,5
2127,9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,2.9489994003849334,0.7,8.269379432242681,5
2139,7.1,0.33,0.64,13.2,0.055999999999999994,12.0,105.0,0.9972,2.898999400384933,0.39,7.969379432242681,5
2148,7.1,0.33,0.64,13.2,0.055999999999999994,12.0,105.0,0.9972,2.898999400384933,0.39,7.969379432242681,5
2162,9.9,0.49,0.23,2.4,0.087,19.0,115.0,0.9948,2.6189994003849333,0.44,8.169379432242682,6
2165,7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.0289994003849334,0.47,8.169379432242682,5
2166,7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.0289994003849334,0.47,8.169379432242682,5
2172,6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.0789994003849332,0.37,7.969379432242681,5
2173,7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,2.998999400384933,0.54,7.969379432242681,5
2176,6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.0789994003849332,0.37,7.969379432242681,5
2177,6.0,0.34,0.24,5.4,0.06,23.0,126.0,0.9951,3.0989994003849333,0.44,7.7693794322426815,7
2178,7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,2.998999400384933,0.54,7.969379432242681,5
2182,6.6,0.32,0.27,10.9,0.040999999999999995,37.0,146.0,0.9963,3.0889994003849335,0.47,8.769379432242681,5
2184,6.4,0.33,0.24,9.8,0.040999999999999995,29.0,109.0,0.9956,3.1389994003849333,0.47,8.869379432242681,6
2186,6.5,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,2.9289994003849333,0.53,8.269379432242681,5
2205,7.7,0.39,0.34,10.0,0.055999999999999994,35.0,178.0,0.9974,3.108999400384933,0.6,8.96937943224268,5
2222,8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,2.9089994003849333,0.47,10.169379432242682,7
2224,8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,2.9089994003849333,0.47,10.169379432242682,7
2235,6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.168999400384933,0.46,8.269379432242681,6
2237,6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,2.978999400384933,0.45,7.7693794322426815,4
2239,6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.168999400384933,0.46,8.269379432242681,6
2244,7.0,0.36,0.14,11.6,0.043,35.0,228.0,0.9977,2.978999400384933,0.51,7.669379432242682,5
2245,7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.0089994003849334,0.38,9.369379432242681,7
2246,6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,2.978999400384933,0.45,7.7693794322426815,4
2250,9.2,0.34,0.54,17.3,0.06,46.0,235.0,1.0018200000000002,2.9289994003849333,0.61,7.569379432242682,6
2257,7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,2.958999400384933,0.53,7.7693794322426815,6
2258,7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.9974799999999999,3.0889994003849335,0.45,8.069379432242682,5
2259,7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,2.958999400384933,0.53,7.7693794322426815,6
2260,7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.9974799999999999,3.0889994003849335,0.45,8.069379432242682,5
2261,6.5,0.36,0.31,4.1,0.061,20.0,134.0,0.99475,3.0289994003849334,0.45,7.7693794322426815,6
2266,9.4,0.42,0.32,6.5,0.027000000000000003,20.0,167.0,0.99479,2.9289994003849333,0.43,9.369379432242681,5
2276,6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.018999400384933,0.44,8.169379432242682,6
2278,6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.018999400384933,0.44,8.169379432242682,6
2279,7.1,0.4,0.52,1.3,0.14800000000000002,45.0,149.0,0.9946799999999999,2.9289994003849333,0.56,7.469379432242681,5
2282,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.9990700000000001,2.9089994003849333,0.68,8.269379432242681,5
2283,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.9990700000000001,2.9089994003849333,0.68,8.269379432242681,5
2284,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.9990700000000001,2.9089994003849333,0.68,8.269379432242681,5
2285,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.9990700000000001,2.9089994003849333,0.68,8.269379432242681,5
2286,6.6,0.41,0.24,4.9,0.158,47.0,144.0,0.99471,3.018999400384933,0.49,8.169379432242682,5
2287,6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.018999400384933,0.49,8.169379432242682,5
2288,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.9990700000000001,2.9089994003849333,0.68,8.269379432242681,5
2292,6.5,0.32,0.23,1.2,0.054000000000000006,39.0,208.0,0.99272,3.0289994003849334,0.46,8.669379432242682,6
2295,7.5,0.42,0.19,6.9,0.040999999999999995,62.0,150.0,0.99508,3.0789994003849332,0.37,8.769379432242681,6
2303,6.9,0.44,0.18,11.8,0.051,26.0,126.0,0.9975,3.0789994003849332,0.48,7.869379432242681,5
2304,7.5,0.42,0.2,1.4,0.06,15.0,168.0,0.9944,2.9089994003849333,0.4,8.169379432242682,6
